resolution_minutes,purchase_amount,override,agent_id,status,buyer_id,purchase_id,has_photo,created_at,category,return_amount,reason,refund_request_id
5,634.51,no,agent_703,  approved  ,buyer_0581,purchase_104547,no,2026-05-09 18:49:00,fashion,494.64,wrong_size,refund_req_304547
116,213.46,no,agent_021,DECLINED,buyer_0421,purchase_101021,yes,2026-05-26 09:05:00,clothing,153.43,item_not_as_described,refund_req_301021
74,59.80,no,agent_017,declined,buyer_0194,purchase_100698,no,2026-06-15 18:30:00,clothing,28.55,item_not_as_described,refund_req_300698
59,598.40,no,agent_030,approved,buyer_0269,purchase_101556,yes,2026-04-29 07:34:00,  appliances  ,276.25,damaged_item,refund_req_301556
34,1655.26,no,agent_024,approved,buyer_0134,purchase_102977,no,2026-04-06 17:19:00,appliances,1107.84,not_working,refund_req_302977
78,2492.42,no,agent_006,approved,buyer_0172,purchase_100265,,2026-04-20 04:18:00,luxury,702.91,changed_mind,refund_req_300265
64,1137.45,no,agent_011,approved,buyer_0155,purchase_101856,yes,2026-06-17 11:29:00,electronics,476.53,,refund_req_301856
18,111.22,yes,agent_802,approved,buyer_8002,purchase_104724,,2026-06-05 14:16:00,beauty,81.25,changed_mind,refund_req_304724
,1181.75,yes,agent_005,approved,buyer_0380,purchase_104025,no,2026-05-09 10:07:00,luxury,941.82,changed_mind,refund_req_304025
80,1619.74,no,agent_007,declined,buyer_0338,purchase_102250,no,2026-04-23 03:26:00,electronics,593.84,missing_accessory,refund_req_302250
73,56.75,no,agent_018,declined,buyer_0259,purchase_100291,yes,2026-05-06 05:15:00,clothing,36.99,item_not_as_described,refund_req_300291
66,2176.89,no,agent_018,declined,buyer_0090,purchase_102772,no,2026-04-27 14:21:00,electronics,1726.46,item_not_as_described,refund_req_302772
69,826.22,no,agent_103,approved,buyer_9004,purchase_104269,no,2026-06-14 10:38:00,luxury,662.12,item_not_as_described,refund_req_304269
83,1526.54,no,agent_027,  approved  ,buyer_0219,purchase_102648,yes,2026-05-28 16:42:00,electronics,1233.69,missing_accessory,refund_req_302648
81,1792.25,no,agent_002,approved,buyer_0141,purchase_100144,no,2026-04-21 21:24:00,electronics,963.45,  damaged_item  ,refund_req_300144
12,1401.94,yes,agent_019,approved,buyer_0479,purchase_103151,no,2026-06-15 06:55:00,electronics,1249.40,not_working,refund_req_303151
25,51.50,yes,agent_801,approved,buyer_8001,purchase_104714,no,2026-05-20 18:02:00,beauty,34.53,changed_mind,refund_req_304714
59,86.26,no,agent_011,approved,buyer_0154,purchase_101964,,2026-04-09 23:37:00,clothing,39.88,wrong_size,refund_req_301964
39,1017.30,no,agent_017,declined,buyer_0044,purchase_101405,no,2026-05-14 10:04:00,appliances,740.61,not_working,refund_req_301405
1,1235.17,yes,agent_902,approved,buyer_9906,purchase_104789,no,2026-05-17 09:18:00,electronics,1197.17,item_not_as_described,refund_req_304789
45,305.07,no,agent_009,declined,buyer_0043,purchase_102729,no,2026-06-20 09:08:00,sports,239.68,wrong_size,refund_req_302729
75,27.86,no,agent_019,approved,buyer_0475,purchase_102232,yes,2026-05-11 13:16:00,books,19.39,wrong_item_received,refund_req_302232
57,1298.27,no,agent_024,approved,buyer_0359,purchase_103389,yes,2026-05-12 17:55:00,fashion,1298.27,,refund_req_303389
90,1199.44,no,agent_005,approved,buyer_0384,purchase_100811,,2026-04-26 05:02:00,electronics,817.79,,refund_req_300811
65,1376.29,no,agent_022,approved,buyer_0538,purchase_101765,yes,2026-06-16 23:20:00,electronics,404.79,not_working,refund_req_301765
62,148.43,no,agent_012,  approved  ,buyer_0478,purchase_100796,yes,2026-05-26 14:48:00,  clothing  ,108.63,wrong_size,refund_req_300796
16,1102.11,no,agent_802,approved,buyer_8002,purchase_104568,yes,2026-04-03 16:49:00,beauty,759.35,allergic_reaction,refund_req_304568
59,1480.13,no,agent_003,declined,buyer_0302,purchase_102016,yes,2026-04-24 16:53:00,electronics,560.07,item_not_as_described,refund_req_302016
51,82.03,no,agent_022,approved,buyer_0547,purchase_102660,yes,2026-05-21 17:45:00,beauty,37.23,damaged_item,refund_req_302660
14,1274.25,no,agent_801,approved,buyer_8001,purchase_104726,no,2026-05-29 02:00:00,fashion,1078.02,item_not_as_described,refund_req_304726
14,1047.12,no,agent_801,APPROVED,buyer_8001,purchase_104705,yes,2026-04-30 16:11:00,fashion,823.95,changed_mind,refund_req_304705
33,977.60,yes,agent_004,approved,buyer_0428,purchase_104007,yes,2026-05-11 05:25:00,luxury,871.80,item_not_as_described,refund_req_304007
78,40.94,no,agent_013,declined,buyer_0110,purchase_102156,no,2026-05-18 00:52:00,books,30.25,wrong_item_received,refund_req_302156
1,67.45,yes,agent_102,approved,buyer_0215,purchase_103581,yes,2026-04-04 11:53:00,beauty,36.39,damaged_item,refund_req_303581
83,1163.63,no,agent_010,  approved  ,buyer_0209,purchase_102811,yes,2026-04-10 10:20:00,luxury,460.59,  changed_mind  ,refund_req_302811
105,154.54,no,agent_015,declined,buyer_0598,purchase_102429,yes,2026-05-24 16:46:00,beauty,87.93,allergic_reaction,refund_req_302429
4,168.30,no,agent_103,approved,buyer_0459,purchase_103635,yes,2026-04-30 16:11:00,beauty,93.22,changed_mind,refund_req_303635
80,2885.05,no,agent_027,approved,buyer_0552,purchase_101668,no,2026-06-14 05:30:00,luxury,1208.15,damaged_item,refund_req_301668
41,493.02,no,agent_026,approved,buyer_0097,purchase_101890,yes,2026-04-27 16:22:00,luxury,267.35,item_not_as_described,refund_req_301890
98,110.89,no,agent_016,declined,buyer_0430,purchase_101681,yes,2026-04-16 02:03:00,home,83.96,missing_part,refund_req_301681
,1376.55,no,agent_102,approved,buyer_0108,purchase_103423,no,2026-04-21 23:24:00,appliances,1376.55,missing_part,refund_req_303423
97,1356.28,no,agent_023,approved,buyer_0189,purchase_102110,yes,2026-04-08 05:22:00,electronics,834.23,item_not_as_described,refund_req_302110
31,1798.57,yes,agent_012,approved,buyer_0515,purchase_104060,yes,2026-04-23 04:16:00,electronics,1291.35,damaged_item,refund_req_304060
21,1466.66,yes,agent_022,approved,buyer_0319,purchase_103900,yes,2026-05-03 18:56:00,electronics,1385.26,damaged_item,refund_req_303900
23,1399.57,yes,agent_004,approved,buyer_0060,purchase_103805,,2026-05-03 03:34:00,appliances,1361.21,missing_part,refund_req_303805
4,1498.62,yes,agent_902,approved,buyer_9906,purchase_104817,no,2026-06-14 23:12:00,appliances,1373.85,damaged_item,refund_req_304817
27,271.11,no,agent_701,approved,buyer_0213,purchase_104353,yes,2026-05-16 03:10:00,home,124.49,damaged_item,refund_req_304353
60,1126.53,no,agent_004,approved,buyer_0352,purchase_100819,yes,2026-06-17 09:00:00,ELECTRONICS,674.91,missing_accessory,refund_req_300819
82,147.98,no,agent_009,approved,buyer_0420,purchase_102190,yes,2026-05-18 11:29:00,beauty,94.48,allergic_reaction,refund_req_302190
119,1252.67,no,agent_023,declined,buyer_0008,purchase_101675,no,2026-05-08 23:22:00,electronics,1044.76,item_not_as_described,refund_req_301675
38,949.24,no,agent_005,approved,buyer_404,purchase_1015,no,2026-06-03 11:01:00,APPLIANCES,949.24,damaged_item,refund_req_3015
82,298.51,no,agent_012,declined,buyer_0116,purchase_100558,no,2026-05-18 18:31:00,fashion,192.17,,refund_req_300558
64,1135.04,no,agent_016,approved,buyer_0361,purchase_102812,yes,2026-05-20 04:11:00,  books  ,890.96,damaged_item,refund_req_302812
29,1030.46,no,agent_703,approved,buyer_0501,purchase_104523,no,2026-05-15 19:41:00,beauty,853.13,changed_mind,refund_req_304523
49,1097.26,no,agent_007,approved,buyer_0473,purchase_102568,no,2026-05-07 06:23:00,BEAUTY,748.80,allergic_reaction,refund_req_302568
55,2802.13,no,agent_015,approved,buyer_0126,purchase_103295,yes,2026-05-15 19:34:00,luxury,2802.13,damaged_item,refund_req_303295
63,765.83,no,agent_026,declined,buyer_0223,purchase_102673,no,2026-04-29 07:58:00,appliances,388.86,damaged_item,refund_req_302673
49,55.03,no,agent_018,declined,buyer_0281,purchase_100151,yes,2026-05-08 09:26:00,books,30.44,damaged_item,refund_req_300151
11,1568.51,no,agent_016,approved,buyer_0394,purchase_103050,no,2026-04-10 17:10:00,appliances,1234.85,not_working,refund_req_303050
55,894.81,no,agent_002,declined,buyer_0160,purchase_101369,yes,2026-05-12 18:49:00,electronics,312.49,damaged_item,refund_req_301369
41,124.01,no,agent_011,declined,buyer_0587,purchase_101019,,2026-05-11 20:19:00,beauty,69.67,allergic_reaction,refund_req_301019
50,71.66,no,agent_024,declined,buyer_0298,purchase_102215,no,2026-05-14 14:09:00,beauty,38.80,changed_mind,refund_req_302215
57,59.86,no,agent_019,declined,buyer_0319,purchase_101328,no,2026-04-01 08:13:00,  beauty  ,46.95,allergic_reaction,refund_req_301328
62,1044.86,no,agent_029,declined,buyer_0581,purchase_101192,no,2026-06-18 03:28:00,electronics,872.40,damaged_item,refund_req_301192
69,1366.94,no,agent_024,approved,buyer_0099,purchase_102372,yes,2026-06-16 15:04:00,appliances,806.40,missing_part,refund_req_302372
4,1168.03,yes,agent_901,approved,buyer_9901,purchase_104804,no,2026-04-06 20:46:00,appliances,1192.93,damaged_item,refund_req_304804
74,1106.80,yes,agent_010,approved,buyer_0377,purchase_101214,,2026-06-13 01:16:00,books,310.06,changed_mind,refund_req_301214
12,1252.43,no,agent_007,approved,buyer_0454,purchase_103275,no,2026-06-12 04:31:00,luxury,1252.43,item_not_as_described,refund_req_303275
46,933.04,no,agent_002,approved,buyer_0119,purchase_103487,yes,2026-05-28 17:10:00,FASHION,933.04,item_not_as_described,refund_req_303487
83,1011.03,no,agent_026,approved,buyer_0287,purchase_101301,no,2026-04-14 20:34:00,appliances,833.07,not_working,refund_req_301301
64,307.62,no,agent_012,APPROVED,buyer_0425,purchase_100603,yes,2026-05-23 21:58:00,sports,91.84,wrong_size,refund_req_300603
,594.91,no,agent_002,approved,buyer_0254,purchase_100106,yes,2026-06-16 09:47:00,home,321.63,missing_part,refund_req_300106
,75.51,no,agent_004,approved,buyer_0548,purchase_100525,yes,2026-04-14 15:26:00,books,15.74,damaged_item,refund_req_300525
58,1088.92,no,agent_017,approved,buyer_0110,purchase_100312,no,2026-04-19 10:07:00,Electronics,692.19,damaged_item,refund_req_300312
5,213.34,no,agent_102,approved,buyer_0397,purchase_103720,yes,2026-05-24 10:21:00,sports,167.23,,refund_req_303720
,1176.08,no,agent_703,approved,buyer_0092,purchase_104343,no,2026-04-29 15:16:00,appliances,636.65,,refund_req_304343
33,1153.81,no,agent_013,approved,buyer_0035,purchase_101976,no,2026-05-12 12:42:00,electronics,369.52,missing_accessory,refund_req_301976
55,1628.57,no,agent_012,approved,buyer_0556,purchase_101609,yes,2026-04-15 10:26:00,appliances,467.37,not_working,refund_req_301609
5,402.85,no,agent_101,approved,buyer_0317,purchase_103544,,2026-05-03 21:49:00,sports,317.13,damaged_item,refund_req_303544
29,2144.51,no,agent_030,approved,buyer_0195,purchase_103032,no,2026-06-01 07:21:00,electronics,1751.61,damaged_item,refund_req_303032
38,938.31,yes,agent_024,approved,buyer_0411,purchase_103022,no,2026-05-06 00:12:00,electronics,662.44,,refund_req_303022
34,1366.15,no,agent_023,  approved  ,buyer_0333,purchase_103107,no,2026-04-11 22:22:00,electronics,1043.51,missing_accessory,refund_req_303107
123,45.68,no,agent_015,  approved  ,buyer_0573,purchase_102868,no,2026-04-30 06:59:00,beauty,29.53,damaged_item,refund_req_302868
68,54.36,no,agent_007,approved,buyer_0021,purchase_100039,no,2026-04-23 04:40:00,beauty,27.60,damaged_item,refund_req_300039
,1226.26,yes,agent_702,approved,buyer_0508,purchase_104555,no,2026-04-13 00:23:00,home,854.71,missing_part,refund_req_304555
,413.97,no,agent_007,declined,buyer_0418,purchase_101586,yes,2026-05-23 15:05:00,home,119.32,  missing_part  ,refund_req_301586
42,131.82,no,agent_014,DECLINED,buyer_0418,purchase_100034,no,2026-06-13 20:59:00,clothing,31.70,item_not_as_described,refund_req_300034
46,183.94,yes,agent_028,approved,buyer_0289,purchase_102515,yes,2026-06-14 16:27:00,clothing,109.58,changed_mind,refund_req_302515
86,161.88,no,agent_015,approved,buyer_0176,purchase_100828,yes,2026-05-07 12:28:00,Clothing,57.25,item_not_as_described,refund_req_300828
35,1025.52,no,agent_028,approved,buyer_0577,purchase_101157,yes,2026-06-16 20:32:00,electronics,839.79,not_working,refund_req_301157
35,2034.45,yes,agent_025, approved ,buyer_0374,purchase_103975,yes,2026-05-26 07:53:00,electronics,1794.74,damaged_item,refund_req_303975
64,165.25,no,agent_030,approved,buyer_0371,purchase_100903,yes,2026-05-24 07:00:00,CLOTHING,81.27,wrong_size,refund_req_300903
51,471.24,no,agent_019,declined,buyer_0150,purchase_102764,yes,2026-04-24 09:47:00,home,287.27,missing_part,refund_req_302764
35,2409.23,no,agent_016,approved,buyer_0363,purchase_103148,,2026-06-08 12:15:00,  luxury  ,1487.77,damaged_item,refund_req_303148
30,1072.66,no,agent_702,approved,buyer_0478,purchase_104375,no,2026-04-05 07:16:00,electronics,966.41,not_working,refund_req_304375
40,1125.29,no,agent_028,  approved  ,buyer_9005,purchase_104182,no,2026-06-01 12:35:00,electronics,1068.84,not_working,refund_req_304182
1,1334.16,yes,agent_901,approved,buyer_9902,purchase_104922,no,2026-04-06 23:46:00,appliances,1292.59,missing_part,refund_req_304922
56,1194.17,no,agent_018,approved,buyer_0384,purchase_101725,no,2026-05-10 21:01:00,sports,576.66,  item_not_as_described  ,refund_req_301725
82,1332.91,no,agent_016,approved,buyer_0234,purchase_102540,no,2026-05-17 02:14:00,appliances,806.86,damaged_item,refund_req_302540
56,332.03,no,agent_013,approved,buyer_0289,purchase_101806,yes,2026-05-05 22:27:00,home,269.15,damaged_item,refund_req_301806
61,1174.86,no,agent_011,  approved  ,buyer_0389,purchase_101291,yes,2026-05-16 05:43:00,electronics,591.84,missing_accessory,refund_req_301291
20,1927.10,no,agent_015,approved,buyer_0573,purchase_102979,no,2026-05-18 05:47:00,Electronics,1260.98,damaged_item,refund_req_302979
63,2947.58,no,agent_019,declined,buyer_0292,purchase_102465,,2026-05-31 07:20:00,luxury,2217.39,  changed_mind  ,refund_req_302465
75,1459.97,no,agent_028,approved,buyer_0324,purchase_101469,no,2026-04-24 08:07:00,appliances,325.08,not_working,refund_req_301469
90,399.38,no,agent_004,approved,buyer_0225,purchase_100920,no,2026-04-15 14:00:00,sports,275.86,damaged_item,refund_req_300920
57,2045.75,no,agent_010,approved,buyer_0590,purchase_103253,yes,2026-05-12 08:18:00,  electronics  ,2045.75,item_not_as_described,refund_req_303253
33,2296.86,yes,agent_007,approved,buyer_0156,purchase_104018,yes,2026-05-30 10:58:00,luxury,1690.84,changed_mind,refund_req_304018
28,1568.84,yes,agent_011,approved,buyer_0561,purchase_104071,no,2026-05-17 09:24:00,appliances,1073.54,,refund_req_304071
60,1579.74,no,agent_014,approved,buyer_0060,purchase_101366,no,2026-04-22 12:43:00, appliances ,915.17,missing_part,refund_req_301366
55,267.80,no,agent_021,approved,buyer_0278,purchase_100489,yes,2026-06-20 18:16:00,home,216.85,damaged_item,refund_req_300489
8,476.85,no,agent_025,approved,buyer_9007,purchase_104200,no,2026-04-06 01:34:00,fashion,300.69,wrong_size,refund_req_304200
,1299.56,yes,agent_006,approved,buyer_0341,purchase_103519,no,2026-06-02 15:00:00,fashion,1299.56,changed_mind,refund_req_303519
87,45.29,yes,agent_021,approved,buyer_0520,purchase_100610,yes,2026-05-02 03:51:00,Sports,28.22,item_not_as_described,refund_req_300610
75,308.78,no,agent_019, approved ,buyer_0004,purchase_101412,,2026-04-06 04:07:00,sports,203.80,damaged_item,refund_req_301412
82,208.44,no,agent_025,declined,buyer_0496,purchase_100529,no,2026-05-03 09:28:00,electronics,56.30,not_working,refund_req_300529
68,121.90,no,agent_017,declined,buyer_0201,purchase_102726,no,2026-05-08 07:33:00,sports,65.39,damaged_item,refund_req_302726
3,1388.70,yes,agent_902,approved,buyer_9904,purchase_104829,no,2026-05-30 12:14:00,appliances,1454.02,not_working,refund_req_304829
59,77.62,no,agent_024,declined,buyer_0418,purchase_101532,yes,2026-05-04 15:31:00,clothing,31.22,item_not_as_described,refund_req_301532
56,572.87,no,agent_017,declined,buyer_0323,purchase_102832,no,2026-05-08 14:14:00,electronics,248.37,damaged_item,refund_req_302832
25,2684.54,yes,agent_012,approved,buyer_0411,purchase_103969,no,2026-04-15 22:04:00,luxury,1866.21,damaged_item,refund_req_303969
4,1581.21,yes,agent_001, approved ,buyer_0105,purchase_103859,no,2026-06-04 01:08:00,electronics,1457.63, item_not_as_described ,refund_req_303859
86,193.39,no,agent_027,approved,buyer_0573,purchase_101590,no,2026-04-21 14:47:00,home,87.81,,refund_req_301590
27,1488.77,no,agent_007,APPROVED,buyer_0099,purchase_103431,yes,2026-06-09 08:23:00,appliances,1488.77,missing_part,refund_req_303431
67,1540.76,no,agent_012,approved,buyer_0311,purchase_101266,,2026-04-29 22:57:00,luxury,997.61,changed_mind,refund_req_301266
60,287.93,no,agent_003,approved,buyer_0313,purchase_102659,yes,2026-04-23 18:47:00,sports,60.59,item_not_as_described,refund_req_302659
94,1138.27,no,agent_013,approved,buyer_0577,purchase_101422,yes,2026-06-15 17:13:00,beauty,295.36,allergic_reaction,refund_req_301422
,62.80,yes,agent_021, approved ,buyer_0466,purchase_102315,yes,2026-04-23 17:01:00,books,22.08,wrong_item_received,refund_req_302315
74,223.31,no,agent_001,approved,buyer_0069,purchase_101853,no,2026-04-09 18:24:00,electronics,186.75, damaged_item ,refund_req_301853
67,922.62,no,agent_009,approved,buyer_0401,purchase_102373,yes,2026-04-13 02:00:00, electronics ,330.30,item_not_as_described,refund_req_302373
83,2860.74,no,agent_010,declined,buyer_0477,purchase_100449,,2026-05-13 19:05:00,luxury,839.40,changed_mind,refund_req_300449
6,1780.21,no,agent_802,approved,buyer_8002,purchase_104694,yes,2026-06-11 19:54:00,electronics,1283.16,,refund_req_304694
2,1420.93,yes,agent_901,approved,buyer_9903,purchase_104864,no,2026-06-12 21:48:00,appliances,1362.99,missing_part,refund_req_304864
61,781.30,no,agent_016,approved,buyer_0461,purchase_102800,no,2026-04-20 09:15:00,electronics,458.24,not_working,refund_req_302800
5,961.12,yes,agent_901,approved,buyer_9903,purchase_104838,no,2026-05-31 01:54:00,luxury,980.31,item_not_as_described,refund_req_304838
5,159.73,yes,agent_101,approved,buyer_0475,purchase_103607,no,2026-06-13 11:29:00,fashion,156.04,changed_mind,refund_req_303607
,570.03,no,agent_702,approved,buyer_0359,purchase_104354,yes,2026-06-16 19:07:00,home,557.02,missing_part,refund_req_304354
5,186.95,yes,agent_101,approved,buyer_0465,purchase_103774,no,2026-04-14 08:19:00,sports,105.65,,refund_req_303774
24,430.66,no,agent_888,approved,buyer_888,purchase_1040,no,2026-06-16 09:43:00,sports,428.90,item_not_as_described,refund_req_3040
66,2006.12,no,agent_026,approved,buyer_0280,purchase_102904,no,2026-04-25 12:32:00,luxury,816.34, item_not_as_described ,refund_req_302904
49,100.23,no,agent_003, approved ,buyer_0230,purchase_102699,yes,2026-06-04 05:06:00,clothing,54.29,item_not_as_described,refund_req_302699
54,2054.35,no,agent_017,Approved,buyer_9005,purchase_104214,no,2026-06-14 05:52:00,luxury,1349.48,item_not_as_described,refund_req_304214
89,1126.14,no,agent_030,approved,buyer_0125,purchase_100862,,2026-06-18 12:12:00,electronics,359.95,missing_accessory,refund_req_300862
37,757.01,no,agent_015,approved,buyer_0523,purchase_102151,,2026-05-04 07:51:00,electronics,390.59,not_working,refund_req_302151
2,971.66,yes,agent_901,approved,buyer_9902,purchase_104850,no,2026-06-19 22:25:00,electronics,875.88,damaged_item,refund_req_304850
22,27.04,no,agent_009,approved,buyer_0276,purchase_102058,no,2026-04-24 13:01:00,beauty,15.52,,refund_req_302058
27,142.35,no,agent_025,approved,buyer_0551,purchase_102228,yes,2026-06-14 01:50:00,fashion,39.47,item_not_as_described,refund_req_302228
5,1329.04,no,agent_103,approved,buyer_0076,purchase_103763,,2026-06-10 04:58:00,electronics,1072.20,damaged_item,refund_req_303763
4,267.59,yes,agent_101,approved,buyer_0410,purchase_103670,no,2026-04-09 05:24:00,home,186.89,item_not_as_described,refund_req_303670
75,374.40,no,agent_025,approved,buyer_0449,purchase_100326,yes,2026-06-09 18:04:00,sports,82.38,item_not_as_described,refund_req_300326
5,2605.08,no,agent_101,approved,buyer_503,purchase_1019,yes,2026-06-04 09:47:00,luxury,2552.17,damaged_item,refund_req_3019
40,2732.42,no,agent_702,approved,buyer_0387,purchase_104360,no,2026-04-07 18:13:00,luxury,1789.33,damaged_item,refund_req_304360
64,1963.51,no,agent_004,approved,buyer_0030,purchase_100061,yes,2026-04-15 23:45:00,luxury,698.11,damaged_item,refund_req_300061
56,131.54,no,agent_029,approved,buyer_0108,purchase_101039,yes,2026-06-07 03:42:00,sports,88.73,damaged_item,refund_req_301039
76,180.62,no,agent_007,approved,buyer_0164,purchase_100554,yes,2026-04-03 09:53:00,electronics,128.83,not_working,refund_req_300554
,140.83,no,agent_019,approved,buyer_0218,purchase_102689,yes,2026-05-25 16:55:00,clothing,107.37,changed_mind,refund_req_302689
41,1107.41,no,agent_003,declined,buyer_0466,purchase_100669,no,2026-06-08 22:16:00,fashion,345.16,wrong_size,refund_req_300669
3,1782.91,yes,agent_901,approved,buyer_9901,purchase_104904,no,2026-05-27 13:35:00,appliances,1579.66,not_working,refund_req_304904
85,174.22,no,agent_017,declined,buyer_0265,purchase_102936,yes,2026-05-19 21:19:00,sports,86.19,item_not_as_described,refund_req_302936
65,1274.74,no,agent_101,  APPROVED  ,buyer_9003,purchase_104100,no,2026-05-07 02:43:00,home,913.67,item_not_as_described,refund_req_304100
4,1288.03,yes,agent_901,approved,buyer_9901,purchase_104858,,2026-06-13 17:32:00,electronics,1151.95,item_not_as_described,refund_req_304858
88,104.19,no,agent_002,declined,buyer_0427,purchase_101986,yes,2026-04-21 17:50:00,fashion,52.85,changed_mind,refund_req_301986
57,1011.07,no,agent_017,approved,buyer_0446,purchase_103527,no,2026-06-08 10:42:00,fashion,1011.07,changed_mind,refund_req_303527
19,2065.70,yes,agent_021,approved,buyer_0538,purchase_103983,no,2026-06-10 21:08:00,luxury,2041.24,item_not_as_described,refund_req_303983
67,1423.38,no,agent_001,declined,buyer_0572,purchase_100566,yes,2026-05-26 04:29:00, electronics ,1123.69,damaged_item,refund_req_300566
91,165.03,yes,agent_030,approved,buyer_0270,purchase_102395,yes,2026-04-13 01:06:00,clothing,59.67,wrong_size,refund_req_302395
29,154.43,no,agent_008,approved,buyer_0328,purchase_102095,no,2026-04-08 09:56:00,beauty,122.19,allergic_reaction,refund_req_302095
24,946.06,no,agent_029,declined,buyer_0577,purchase_102562,yes,2026-04-15 16:09:00,fashion,500.48,changed_mind,refund_req_302562
,1059.38,no,agent_029,approved,buyer_0297,purchase_103191,no,2026-05-21 15:08:00,appliances,857.35,damaged_item,refund_req_303191
98,25.92,no,agent_005,approved,buyer_0576,purchase_101213,yes,2026-05-16 05:13:00,CLOTHING,8.87,changed_mind,refund_req_301213
44,219.31,no,agent_008,approved,buyer_0099,purchase_100681,yes,2026-06-12 05:23:00,clothing,67.79,wrong_size,refund_req_300681
8,308.41,no,agent_701,approved,buyer_0288,purchase_104500,no,2026-05-26 10:48:00,home,236.41,damaged_item,refund_req_304500
,1134.50,yes,agent_021,approved,buyer_0335,purchase_103971,no,2026-05-27 16:52:00,appliances,917.81,not_working,refund_req_303971
,582.48,no,agent_011,approved,buyer_0580,purchase_101512,yes,2026-05-01 22:18:00,luxury,341.17,item_not_as_described,refund_req_301512
,128.78,no,agent_022,declined,buyer_0362,purchase_102463,no,2026-04-15 02:38:00,  fashion  ,56.35,item_not_as_described,refund_req_302463
3,24.28,no,agent_102,approved,buyer_0433,purchase_103580,yes,2026-06-19 21:30:00,beauty,23.38,damaged_item,refund_req_303580
,311.37,yes,agent_802,approved,buyer_8002,purchase_104601,no,2026-04-27 22:02:00,sports,241.04,damaged_item,refund_req_304601
92,1106.75,no,agent_024,approved,buyer_0290,purchase_100321,yes,2026-04-25 18:56:00,fashion,775.63,changed_mind,refund_req_300321
73,938.63,no,agent_027,declined,buyer_0088,purchase_100090,no,2026-05-14 06:52:00,clothing,638.47,item_not_as_described,refund_req_300090
65,2154.98,no,agent_020,approved,buyer_0157,purchase_102777,yes,2026-05-29 11:45:00,electronics,583.31,missing_accessory,refund_req_302777
8,1086.76,yes,agent_901,approved,buyer_9901,purchase_104906,no,2026-04-13 12:04:00,luxury,937.77,changed_mind,refund_req_304906
66,2590.36,no,agent_030,declined,buyer_0368,purchase_100281,yes,2026-06-11 14:14:00,luxury,1933.48,item_not_as_described,refund_req_300281
27,1715.10,yes,agent_701,approved,buyer_0507,purchase_104440,no,2026-05-29 01:50:00,luxury,1288.24,damaged_item,refund_req_304440
4,649.40,no,agent_101,approved,buyer_0531,purchase_103748,yes,2026-06-09 13:26:00,fashion,423.67,wrong_size,refund_req_303748
90,70.80,no,agent_005,approved,buyer_0568,purchase_102473,yes,2026-05-11 14:40:00,Books,47.66,  wrong_item_received  ,refund_req_302473
,180.76,no,agent_020,declined,buyer_0246,purchase_100153,yes,2026-04-14 07:15:00,clothing,98.55,changed_mind,refund_req_300153
86,593.09,no,agent_025,approved,buyer_0021,purchase_101110,yes,2026-06-03 06:55:00,home,258.32,missing_part,refund_req_301110
28,308.83,no,agent_008,approved,buyer_0550,purchase_101598,yes,2026-04-24 13:18:00,fashion,220.07,item_not_as_described,refund_req_301598
2,99.18,yes,agent_103,approved,buyer_0584,purchase_103575,no,2026-06-07 22:53:00,beauty,82.62,damaged_item,refund_req_303575
15,1688.07,yes,agent_101,approved,buyer_0220,purchase_104009,no,2026-06-05 00:23:00,appliances,1367.07,damaged_item,refund_req_304009
4,1324.87,yes,agent_001,approved,buyer_0257,purchase_103839,no,2026-05-15 07:43:00,appliances,1052.97,missing_part,refund_req_303839
5,75.91,no,agent_802,  approved  ,buyer_8002,purchase_104640,yes,2026-04-09 22:32:00,beauty,49.47,damaged_item,refund_req_304640
77,224.19,no,agent_011,approved,buyer_0256,purchase_100741,yes,2026-06-12 21:26:00,clothing,169.84,changed_mind,refund_req_300741
60,391.32,yes,agent_007,approved,buyer_0585,purchase_101087,no,2026-05-13 14:02:00,LUXURY,312.80,changed_mind,refund_req_301087
102,2639.65,no,agent_028,declined,buyer_0141,purchase_102060,no,2026-06-07 12:34:00,luxury,1027.75,item_not_as_described,refund_req_302060
1,1115.65,yes,agent_901,approved,buyer_9903,purchase_104934,no,2026-06-18 16:33:00,appliances,1010.83,missing_part,refund_req_304934
45,45.19,no,agent_026,approved,buyer_0440,purchase_101475,yes,2026-04-03 10:58:00,  books  ,11.32,changed_mind,refund_req_301475
49,143.65,no,agent_014,declined,buyer_0542,purchase_100872,no,2026-04-01 20:16:00,home,83.08,damaged_item,refund_req_300872
96,1803.64,no,agent_028,declined,buyer_0554,purchase_100375,no,2026-05-27 01:52:00,luxury,519.13,damaged_item,refund_req_300375
1,593.56,no,agent_101,approved,buyer_0071,purchase_103800,yes,2026-05-20 16:26:00,fashion,399.59,changed_mind,refund_req_303800
32,103.25,yes,agent_013,approved,buyer_0510,purchase_101554,no,2026-06-02 12:15:00,home,54.59,missing_part,refund_req_301554
43,565.86,no,agent_013,approved,buyer_9001,purchase_104202,yes,2026-06-11 21:58:00,electronics,416.33,not_working,refund_req_304202
81,2944.54,no,agent_021,approved,buyer_0099,purchase_102282,no,2026-04-17 02:58:00,luxury,1870.19,damaged_item,refund_req_302282
11,2135.61,yes,agent_028,approved,buyer_0052,purchase_103869,no,2026-06-05 23:54:00,luxury,1670.06,damaged_item,refund_req_303869
